Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
1ère avenue de la Duchère,Duchère (1ère avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,"A été dénommée sans suite avenue de Canton en 1989.
A été absorbée en 1990 par le boulevard de la Duchère.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29012.0,2099.0,6903892355U
20e rue de la Duchère,Duchère (20e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A été absorbée en 1989 par la rue de la Piémente.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29029.0,29134.0,6903892387D
21e rue de la Duchère,Duchère (21e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A fusionnée avec la 23e rue de la Duchère en 1989 : est devenue la rue Marius-Donjon.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29030.0,32106.0,6903892388E
22e rue de la Duchère,Duchère (22e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue la rue Robert-Wolville.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29031.0,32107.0,6903892389F
23e rue de la Duchère,Duchère (23e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A fusionnée avec la 21e rue de la Duchère en 1989 : est devenue la rue Marius-Donjon.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29032.0,32106.0,6903892390G
24e rue de la Duchère,Duchère (24e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue la rue Beer-Sheva.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,30645.0,32109.0,6903892391H
25e rue de la Duchère,Duchère (25e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue la rue Beer-Sheva.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,30646.0,32109.0,6903892392J
26e rue de la Duchère,Duchère (26e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A fusionnée avec la 28e rue de la Duchère en 1989 : est devenue la rue Marcel-Cerdan.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,30647.0,32104.0,6903892393K
28e rue de la Duchère,Duchère (28e rue de la),RUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue la rue du Doyen-Georges-Chapas.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,30648.0,32103.0,6903892395M
2e avenue de la Duchère,Duchère (2e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A fusionné avec la 8e avenue de la Duchère et la 9e avenue de la Duchère en 1989 : est devenue le boulevard de la Duchère.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29027.0,32099.0,6903892356V
3e avenue de la Duchère,Duchère (3e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,"Un fragment a changé de dénomination en 1989 : est devenu le boulevard de Balmont.
A changé de dénomination en 1989 : est devenue l'avenue de Champagne.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29038.0,32098.0,6903892357W
4e avenue de la Duchère,Duchère (4e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,"A été dénommée sans suite en 1989 : avenue Albert-Camus.
A changé de dénomination en 1990 : est devenue l'avenue Andreï-Sakharov.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29040.0,2672.0,6903892358X
5e avenue de la Duchère,Duchère (5e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue l'avenue du Plateau.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29042.0,32100.0,6903892359Y
6e avenue de la Duchère.,Duchère (6e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue le boulevard de Balmont.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29044.0,32098.0,6903892360Z
7e avenue de la Duchère,Duchère (7e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A changé de dénomination en 1989 : est devenue l'avenue d'Écully.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29046.0,32110.0,6903892361A
8e avenue de la Duchère,Duchère (8e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A fusionné avec la 2e avenue de la Duchère et la 9e avenue de la Duchère en 1989 : est devenue le boulevard de la Duchère.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,29048.0,32099.0,6903892362B
9e avenue de la Duchère,Duchère (9e avenue de la),AVENUE,9e,,Historique,Dénommée en 1958 et renommée en 1989.,A fusionné avec la 2e avenue de la Duchère et la 8e avenue de la Duchère en 1989 : est devenue le boulevard de la Duchère.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 3S/589,"Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.",,,Histoire locale/Moyen Âge,,69389.0,30649.0,32371.0,6903892363C
Allée de l'Abondance,Abondance (allée de l'),ALLEE,7e,La Guillotière,Historique,Attestée de 1839 à 1860.,A été supprimée entre 1860 et 1870.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"En mémoire d'une auberge du XVIIe siècle à l'enseigne de l'Abondance, dit logis de l'Abondance, du faubourg de la Guillotière. Claude Bourgelat y installe, en 1761-1762, la première école vétérinaire du monde.",,,Enseignement/Médecine vétérinaire/Commerce,,,,,
Allée du Débarcadère,Débarcadère (allée du),ALLEE,9e,5e,Historique,,"A changé de dénomination avant 1858 : est de venue la rue de Paris.
A changé de dénomination en 1938 : est devenue la rue Roger-Salengro jusqu'en 1940.
A changé de dénomination en 1944 : est redevenue la rue Roger-Salengro.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence à la gare du chemin de fer de Paris.,,,Transport ferrioviaire,,,,,
Allée du Sacré-Coeur,Sacré-Coeur (allée du),ALLEE,3e,La Guillotière,Historique,Attestée en 1846 et renommée en 1909.,"Chemin vicinal ordinaire n° 122.
A changé de dénomination en 1909 : est devenue la rue Francisco-Ferrer.
A changé de dénomination en 1940 : est devenue la rue Fédéric-Mistral.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Les religieuses du Sacré-Cœur ouvrirent en 1819 un pensionnat à la Ferrandière.,,,Religion,,,,,
Allée Mottard,Mottard (allée),ALLEE,8e,3e,Historique,Attestée de 1885 à 1902.,A changé de dénomiantion avant 1902 : est devenue la rue de Surville.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Allée Palandre,Palandre (allée),ALLEE,9e,5e,Historique,,A changé de dénomination : est devenue l'allée de l'Aquilon.,,"Claude Palandre, entrepreneur, conseiller municipal de 1884 à 1888. Né le 11 mars 1824 à Valence, mort le 27 mars 1900 à Lyon (3e).",,,Politique/Personnalité,,,,,
Ancien chemin de la Grange-Rouge-dit-des-Puiseurs,Grange-Rouge-dit-des-Puiseurs (ancien chemin de la),CHEMIN,8e,7e,Historique,Attesté en 1921.,"A changé de dénomination : est devenu le chemin des Puiseurs.
A changé de dénomination : est devenu la rue des Puiseurs.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom d'un domaine.,,,Histoire locale,,,,,
Ancien chemin de Vénissieux,Vénissieux (ancien chemin de),CHEMIN,7e,,Historique,Renommé en 1868.,"A changé de dénomination : est devenu le chemin du Repos.
A été absorbé par la rue du Repos.",936W/8213,Voie qui menait à Vénissieux.,,,Géographie,,,,,
Ancien chemin des Mûres,Mûres (ancien chemin des),CHEMIN,5e,,Historique,Attesté en 1924.,"Embranchement du chemin vicinal ordinaire n°34.
A changé de dénomination en 1933 : est devenu la rue Arnoud.","Fiches préparatoires de Vanario.
4S/193",Inconnue.,,,,,,,,
Ancienne route du Bourbonnais,Bourbonnais (ancienne route du),ROUTE,9e,Vaise,Historique,Dénommée en 1787 et renommée avant 1863.,"Chemin vicinal ordinaire n° 26.
A été dénommée chemin de Paris-à-Lyon-par-le-Bourbonnais jusqu'en 1787.
A été un fragment du chemin de Vaise-à-Lozanne à partir de 1877.
A changé de dénomination : est devenue la rue du Bourbonnais.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 315W,Cette rue était le début de la route de Paris par le Bourbonnais.,,,Géographie,,,,,
Autoroute A6-de-Lyon-à-Paris,A6-de-Lyon-à-Paris (autoroute),AUTOROUTE,5e,,Historique,Ouverte en 1971.,"Fin de la construction de l'A6 le 8 décembre 1971 avec l'ouverture du tunnel de Fourvière et achèvement de l'axe Paris - Lyon (455 km).
A été reclassée en Voie-Métropolitaine M6.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69385.0,34153.0,37176.0,
Autoroute A6-de-Lyon-à-Paris,A6-de-Lyon-à-Paris (autoroute),AUTOROUTE,2e,,Historique,Ouverte en 1971.,"Fin de la construction de l'A6 le 8 décembre 1971 avec l'ouverture du tunnel de Fourvière et achèvement de l'axe Paris - Lyon (455 km).
A été reclassée en Voie-Métropolitaine M6.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69382.0,34151.0,37172.0,
Autoroute A6-de-Lyon-à-Paris,A6-de-Lyon-à-Paris (autoroute),AUTOROUTE,9e,,Historique,Ouverte en 1971.,"Fin de la construction de l'A6 le 8 décembre 1971 avec l'ouverture du tunnel de Fourvière et achèvement de l'axe Paris - Lyon (455 km).
A été reclassée en Voie-Métropolitaine M6.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69389.0,28944.0,37178.0,690389X006Z
Autoroute A6-de-Paris-à-Lyon,A6-de-Paris-à-Lyon (autoroute),AUTOROUTE,5e,,Historique,Ouverte en 1971.,"Fin de la construction de l'A6 le 8 décembre 1971 avec l'ouverture du tunnel de Fourvière et achèvement de l'axe Paris - Lyon (455 km).
A été reclassée en Voie-Métropolitaine M6.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69385.0,34154.0,37177.0,
Autoroute A6-de-Paris-à-Lyon,A6-de-Paris-à-Lyon (autoroute),AUTOROUTE,2e,,Historique,Ouverte en 1971.,"Fin de la construction de l'A6 le 8 décembre 1971 avec l'ouverture du tunnel de Fourvière et achèvement de l'axe Paris - Lyon (455 km).
A été reclassée en Voie-Métropolitaine M6.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69382.0,34152.0,37173.0,
Autoroute A6-de-Paris-à-Lyon,A6-de-Paris-à-Lyon (autoroute),AUTOROUTE,9e,,Historique,Ouverte en 1971.,"Fin de la construction de l'A6 le 8 décembre 1971 avec l'ouverture du tunnel de Fourvière et achèvement de l'axe Paris - Lyon (455 km).
A été reclassée en Voie-Métropolitaine M6.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69389.0,34066.0,37179.0,690389X006Z
Autoroute A7-de-Lyon-à-Marseille,A7-de-Lyon-à-Marseille (autoroute),AUTOROUTE,2e,,Historique,Ouverte en 1974,"Raccordement final à l'autoroute A6 entre La Mulatière et Perrache en 1974.
A été reclassée en Voie-Métropolitaine M7.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69382.0,33813.0,37174.0,
Autoroute A7-de-Marseille-à-Lyon,A7-de-Marseille-à-Lyon (autoroute),AUTOROUTE,2e,,Historique,Ouverte en 1974,"Raccordement final à l'autoroute A6 entre La Mulatière et Perrache en 1974.
A été reclassée en Voie-Métropolitaine M7.",Reclassement du 1er novembre 2017. (Wikipédia),,,,Autoroute,Métropole,69382.0,34106.0,37175.0,
Avenue de Grammont,Grammont (avenue de),AVENUE,3e / 6e,La Guillotière,Historique,Attestée de 1827 à 1854.,A été absorbée par la rue Vendôme en 1854.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1827 p. 9.",Inconnue.,,,,,,,,
Avenue de la Bibliothèque,Bibliothèque (avenue de la),AVENUE,5e,,Historique,Dénommée en 1909 et renommée en 1939,"A été dénommée rue de l'Archevêché et place de l'Archevêché jusqu'en 1909.
A changé de dénomination en 1939 : est devenue l'avenue Adoplhe-Max.",Délibération du Conseil municipal du 24 octobre 1909. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"La bibliothèque municipale est installée en 1909 dans le Palais Saint-Jean, ancienne demeure des évêques, jusqu’à son déménagement en 1972 sur le site de la Part Dieu.",,,Bibliothèque,,,,,
Avenue de la Concorde,Concorde (avenue de la),AVENUE,3e,La Guillotière,Historique,Dénommée de 1848 à 1854.,"A été dénommée rue des Martyrs jusqu'en 1848 puis de 1854 à 1878.
A été absorbée par la rue de Créqui en 1878.",Arrêté du Maire de la Guillotière du 30 mai 1848. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Avenue de la Gare,Gare (avenue de la),AVENUE,6e,,Historique,Créée en 1908 et renommée en 1909.,"A changé de dénomination en 1909 : est devenue l'avenue Jules-Ferry.
A changé de dénomination en 1947 : est devenue l'avenue Général-Brosset.
A changé de dénomination en 2012 : est devenue la place Général-Brosset suite a sa requalification en espace public.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence à la gare des Brotteaux.,,,Transport ferrioviaire,,,,,
Avenue de l'Abattoir,Abattoir (avenue de l'),AVENUE,9e,5e,Historique,Attestée de 1856 à 1931.,"Chemin vicinal ordinaire n° 127.
Un fragment est absorbé par la rue Saint-Pierre-de-Vaise en 1931.
A changé de dénomination en 1931 : est devenue l'avenue Joannès-Masset.","Création autorisée par décret du 30 avril 1856. Elle fut ouverte le 15 avril 1858.
Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.",Le nom de l'avenue de l'Abattoir provient de l'ancien abattoir de Vaise (1858-1928).,Rue Docteur-Horand,Rue Jean-Zay,Alimentation,,,,,
Avenue de l'Archevêché,Archevêché (avenue de l'),AVENUE,5e,,Historique,Dénommée de 1863 à 1909.,"A absorbé la rue de l'Archevêché et la place de Montazet en 1863.
A changé de dénomination en 1909 : est devenue l'avenue de la Bibliothèque.
A changé de dénomination en 1939 : est devenue l'avenue Adolphe-Max.",4S182,L'archevêché (palais Saint-Jean) fut construit du XVe au XVIIIe siècle.,Pont Tilsitt,Rue du Doyenné,Religion,,,,,
Avenue de l'Horticulture,Horticulture (avenue de l'),AVENUE,7e,,Historique,Renommée après 1926.,A été absorbée par l'avenue Debourg.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur Henry de 1926.",Inconnue.,,,Agriculture,,,,,
Avenue de Monchat,Montchat (avenue de),AVENUE,3e,,Historique,Attestée de 1858 à 1885.,A changé de dénomination avant 1885 : est devenue l'avenue du Château.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoire de Vanario.
""On relève sur le plan de 1858, relatif au lotissement du domaine de Monchat, que l'accès au château se faisait par une allée bordée d'arbres. Cette allée s'appelait alors avenue de Monchat...""",Le fief de Montchat existait déjà au XIIe siècle.,,,Histoire locale,,,,,
Avenue de Noailles,Noailles (avenue de),AVENUE,6e,,Historique,Attestée en 1827 et renommée en 1929.,A changé de dénomination en 1929 : est devenue l'avenue Maréchal-Foch.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Louis-Joseph-Alexis, comte de Noailles, député du Rhône en 1815.",,,Politique/Personnalité,,,,,
Avenue de Pichegru,Pichegru (avenue de),AVENUE,6e,La Guillotière,Historique,Attestée de 1839 à 1848.,"A changé de dénomination en 1848 : est devenue la rue Colbert.
A changé de dénomination en 1852 : est devenue la rue Pichegru.
A changé de dénomination en 1854 : est devenue la rue Montgolfier.
Un fragment a changé de dénomination en 1939 : est devenu la rue du Docteur-Mouisset.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan de la Guillotière, Dignoscyo, 1839.",Origine inconnue (il s'agit probablement du général de la Révolution).,,,Révolution française/Personnalité,,,,,
Avenue de Saxe,Saxe (avenue de),AVENUE,3e / 6e,La Guillotière,Historique,Dénommée en 1839 et renommée en 1941.,"A été dénommée cour de Saxe de 1827 à 1839.
A absorbé le passage Primat vers 1885.
L'avenue de Saxe prolongée a changé de dénomination en 1914 : est devenue l'avenue Jean-jaurès.
A changé de dénomination en 1941 : est devenue l'avenue Maréchal-de-Saxe.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Maréchal Maurice de Saxe, né en 1696, mort en 1750. Fils du roi de Pologne Auguste II, brillant chef de guerre au service de la France.",Cours Franklin-Roosevelt,Cours Gambetta,Histoire militaire/Ancien Régime/Noblesse/Personnalité,,,,,
Avenue de Saxe prolongée,Saxe prolongée (avenue de),AVENUE,7e,,Historique,Renommée en 1914.,"A changé de dénomination en 1914 : est devenue l'avenue Jean-Jaurès.
A changé de dénomination en 1940 : est devenue l'avenue Maréchal-de-Saxe prolongée.
A changé de dénomination en 1941 : est devenue la rue Maréchal-Lyautey.
A changé de dénomination en 1944 : est redevenue l'avenue Jean-Jaurès.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Maréchal Maurice de Saxe, né en 1696, mort en 1750. Fils du roi de Pologne Auguste II, brillant chef de guerre au service de la France.",,,Histoire militaire/Personnalité,,,,,
Avenue de Vauban,Vauban (avenue de),RUE,3e / 6e / 7e,La Guillotière,Historique,Attestée en 1830 et absorbée en 1854.,A été absorbée par la rue Duguesclin en 1854.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
","Sébastien Le Prestre, seigneur de Vauban, ingénieur militaire et maréchal de France, né à Saint-Léger-de-Fougeret en 1633, mort en 1707.",,,Architecture/Histoire militaire/Ingénierie/Ancien Régime/Personnalité,,,,,
Avenue de Verdun,Verdun (avenue de),AVENUE,9e,Saint-Rambert-l'Île-Barbe,Historique,,A changé de dénomination en 1963 : est devenue l'avenue de Douaumont.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"La plus longue bataille de la Première Guerre mondiale, symbole de la résistance à l'ennemi.",,,1914-1918,,,,,
Avenue des Abattoirs,Abattoirs (avenue des),AVENUE,7e,,Historique,Attestée de 1920 à 1924.,"A été dénommée avenue des Nations.
A fusionné ave le chemin du Moulin-à-Vent-à-Gerland en 1924, est devenue la rue Challemel-Lacour.",Délibération du Conseil municipal du 30 juin 1924. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Le nom de l'avenue des Abattoirs provient des abattoirs de la Mouche construits par Tony Garnier entre 1909 et 1918. ,Rue Marcel-Mérieux,Route de Vienne,Alimentation,,,,,
Avenue des Ballonnières,Ballonnières (avenue des),AVENUE,7e,3e,Historique,Attestée en 1885 et renommée en 1931.,"A été dénommée chemin des Ballonnières jusqu'en 1885.
A changé de dénomination en 1931 : est devenue l'avenue Jules-Carteret.
Un fragment changé de dénomination en 1987 : est devenu la rue Alexander-Fleming.
Un fragment a été absorbée par l'avenue Tony-Garnier en 1994.
Un fragment a changé de dénomination : est devenu le boulevard Jules-Carteret.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Avenue des Nations,Nations (avenue des),AVENUE,7e,,Historique,Attestée en 1914 et renommée avant 1920.,A changé de dénomination avant 1920 : est devenue l'avenue des Abattoirs.,2S/93,Inconnue.,,,,,,,,
Avenue des Ponts,Ponts (avenue des),AVENUE,7e / 8e,3e,Historique,Attestée de 1871 à 1907.,"A été dénommée avenue des Ponts-Napoléon de 1853 à 1871.
A changé de dénomination de 1871 à 1907 est devenue l'avenue des Ponts-du-Midi.
A aussi été appelée avenue du Midi de 1871 à 1907.
A changé de dénomination en 1907 : est devenue l'avenue Berthelot.
Un fragment dit ""avenue Berthelot prolongée"" a changé de dénomination en 1939 : est devenue l'avenue Jean-Mermoz.
A fait partie du chemin de grande communication n° 12 bis.
A fait partie de la route départementale n° 12, de Lyon-à-Heyrieux.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Avenue créée par la Compagnie des ponts en 1856.,,,Architecture/Pont,,,,,
Avenue des Ponts-du-Midi,Ponts-du-Midi (avenue des),AVENUE,7e / 8e,3e,Historique,Dénommée en 1871.,"A été dénommée avenue des Ponts-Napoléon de 1853 à 1871.
A été aussi appelée avenue du Midi et avenue des Ponts de 1871 à 1907.
A changé de dénomination en 1907 : est devenue l'avenue Berthelot.
Un fragment dit ""avenue Berthelot prolongée"" a changé de dénomination en 1939 : est devenue l'avenue Jean-Mermoz.
A fait partie du chemin de grande communication n° 12 bis.
A fait partie de la route départementale n° 12, de Lyon-à-Heyrieux.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Avenue créée par la Compagnie des ponts en 1856.,,,Architecture/Pont,,,,,
